ID,brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
876,Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0
877,Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0
878,Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0
880,Avita,Liber,Intel,Core i7,8th,8,DDR4,256,0,Windows,64,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0
881,ASUS,Vivobook,Intel,Core i3,11th,8,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,38680,51990,25,3.2,17,1
886,acer,Aspire,Intel,Core i5,10th,8,DDR4,0,1024,Windows,64,2,Casual,15.6,1,No,No,56491,0,0,3.2,30,6
887,HP,15q,Intel,Core i3,7th,4,DDR4,0,1024,Missing,64,0,Casual,15.6,0,No,No,32955,0,0,4.2,311,27
889,acer,Travelmate,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64,0,Casual,14,0,No,No,62490,85000,26,3.4,8,0
891,DELL,Core,Intel,Core i3,10th,8,DDR4,256,1024,Windows,64,0,ThinNlight,15.6,0,No,No,46390,59101,21,2.9,95,5
892,DELL,Core,Intel,Core i3,10th,8,DDR4,0,1024,Windows,64,0,ThinNlight,14.96,0,No,No,40390,54992,26,3.2,83,15
893,HP,Pavilion,Intel,Core i5,8th,8,DDR4,128,0,Windows,64,0,ThinNlight,13.3,1,No,No,76012,0,0,4.3,129,16
894,ASUS,Vivobook,Intel,Core i3,10th,4,DDR4,0,1024,Windows,64,0,ThinNlight,14.1,0,No,No,33990,39990,15,3.4,31,6
895,Lenovo,v15,Intel,Core i3,10th,4,DDR4,0,1024,Missing,64,0,Casual,15.6,0,No,No,39999,43999,9,3.1,8,1
